Sensor-1,Sensor-2,Sensor-3,Sensor-4,Sensor-5,Sensor-6,Sensor-7,Sensor-8,Sensor-9,Sensor-10,Sensor-11,Sensor-12,Sensor-13,Sensor-14,Sensor-15,Sensor-16,Sensor-17,Sensor-18,Sensor-19,Sensor-20,Sensor-21,Sensor-22,Sensor-23,Sensor-24,Sensor-25
28004.0,27968.0,27958.0,28303.0,28193.0,28118.0,28105.0,28428.0,28105.0,27713.0,28002.0,27655.0,27783.0,27687.0,27854.0,27775.0,27562.0,28170.0,28316.0,27912.0,28604.0,28299.0,28247.0,27888.0,27551.0
27988.0,27966.0,27947.0,28300.0,28207.0,28100.0,28105.0,28453.0,28118.0,27696.0,28005.0,27666.0,27802.0,27707.0,27861.0,27776.0,27564.0,28181.0,28300.0,27923.0,28600.0,28300.0,28280.0,27893.0,27532.0
27998.0,27954.0,27950.0,28291.0,28203.0,28092.0,28108.0,28441.0,28099.0,27711.0,27999.0,27678.0,27790.0,27707.0,27858.0,27778.0,27567.0,28173.0,28310.0,27921.0,28611.0,28296.0,28263.0,27885.0,27553.0
27994.0,27968.0,27953.0,28296.0,28203.0,28115.0,28109.0,28439.0,28105.0,27703.0,28021.0,27665.0,27809.0,27696.0,27869.0,27774.0,27556.0,28167.0,28302.0,27921.0,28596.0,28291.0,28253.0,27878.0,27541.0
27997.0,27974.0,27954.0,28302.0,28199.0,28112.0,28105.0,28435.0,28102.0,27715.0,28011.0,27658.0,27804.0,27711.0,27875.0,27783.0,27563.0,28196.0,28307.0,27925.0,28597.0,28296.0,28256.0,27878.0,27540.0
27979.0,27966.0,27953.0,28289.0,28205.0,28101.0,28083.0,28402.0,28089.0,27688.0,27992.0,27665.0,27794.0,27691.0,27849.0,27770.0,27577.0,28178.0,28304.0,27924.0,28593.0,28287.0,28260.0,27872.0,27531.0
27807.0,27840.0,27842.0,28086.0,27955.0,27399.0,27816.0,27958.0,28007.0,27703.0,28017.0,27668.0,27789.0,27681.0,27845.0,27772.0,27547.0,28173.0,28310.0,27921.0,28574.0,28252.0,28226.0,27877.0,27546.0
27848.0,27923.0,27872.0,28252.0,28032.0,27965.0,27856.0,28185.0,27985.0,27709.0,28007.0,27637.0,27798.0,27676.0,27780.0,27726.0,27485.0,28054.0,28121.0,27757.0,27911.0,28052.0,27826.0,27865.0,27538.0
27814.0,27856.0,27840.0,28107.0,27961.0,27458.0,27762.0,27974.0,27970.0,27698.0,28006.0,27613.0,27788.0,27687.0,27793.0,27733.0,27490.0,28045.0,28257.0,27757.0,28444.0,28077.0,27918.0,27857.0,27523.0
27808.0,27848.0,27842.0,28066.0,27968.0,27329.0,27764.0,27913.0,27963.0,27676.0,27988.0,27621.0,27779.0,27664.0,27779.0,27717.0,27467.0,28053.0,28113.0,27759.0,27915.0,28054.0,27764.0,27852.0,27500.0
27971.0,27932.0,27990.0,28223.0,28207.0,27774.0,28164.0,28380.0,28144.0,27701.0,28012.0,27744.0,27863.0,27791.0,27767.0,27702.0,27382.0,28069.0,28031.0,28029.0,27783.0,28466.0,27622.0,27873.0,27497.0
27967.0,27932.0,27989.0,28227.0,28208.0,27778.0,28180.0,28375.0,28153.0,27708.0,28007.0,27771.0,27880.0,27841.0,27945.0,27871.0,27541.0,28244.0,28281.0,28253.0,28580.0,28583.0,28331.0,27879.0,27548.0
