Sensor-1,Sensor-2,Sensor-3,Sensor-4,Sensor-5,Sensor-6,Sensor-7,Sensor-8,Sensor-9,Sensor-10,Sensor-11,Sensor-12,Sensor-13,Sensor-14,Sensor-15,Sensor-16,Sensor-17,Sensor-18,Sensor-19,Sensor-20,Sensor-21,Sensor-22,Sensor-23,Sensor-24,Sensor-25
27972.0,27926.0,27976.0,28269.0,28192.0,28046.0,28209.0,28533.0,28288.0,27703.0,27987.0,27958.0,28575.0,28102.0,27909.0,27871.0,27517.0,28281.0,28298.0,28343.0,28614.0,28672.0,28409.0,27875.0,27531.0
27975.0,27941.0,27986.0,28271.0,28197.0,28061.0,28201.0,28518.0,28272.0,27704.0,27997.0,27949.0,28572.0,28098.0,27903.0,27853.0,27493.0,28266.0,28275.0,28353.0,28617.0,28667.0,28431.0,27865.0,27530.0
27962.0,27927.0,27968.0,28309.0,28193.0,28048.0,28208.0,28495.0,28272.0,27691.0,28002.0,27998.0,28578.0,28098.0,27929.0,27856.0,27506.0,28931.0,28291.0,28343.0,28611.0,28667.0,28415.0,27869.0,27529.0
27971.0,27933.0,27981.0,28287.0,28210.0,28107.0,28215.0,28506.0,28275.0,27717.0,27987.0,27962.0,28575.0,28094.0,27900.0,27858.0,27521.0,28269.0,28303.0,28344.0,28611.0,28659.0,28432.0,27850.0,27530.0
27964.0,27935.0,27969.0,28262.0,28197.0,28078.0,28211.0,28608.0,28276.0,27706.0,27990.0,27963.0,28591.0,28100.0,27920.0,27864.0,27533.0,28279.0,28278.0,28339.0,28602.0,28650.0,28424.0,27867.0,27521.0
27981.0,27933.0,27973.0,28258.0,28194.0,28007.0,28224.0,28324.0,28250.0,28951.0,30614.0,28233.0,28796.0,28311.0,27921.0,27859.0,27520.0,28283.0,28289.0,28340.0,28608.0,28661.0,28398.0,27945.0,27517.0
27981.0,27930.0,28005.0,28269.0,28260.0,28018.0,28299.0,28401.0,28387.0,27714.0,30872.0,27988.0,28601.0,28091.0,27918.0,27900.0,27535.0,28293.0,28283.0,28384.0,28609.0,28673.0,28370.0,28026.0,28953.0
27978.0,27938.0,27969.0,28266.0,28221.0,28030.0,28300.0,28406.0,28340.0,27801.0,29570.0,27958.0,28588.0,28092.0,27928.0,27861.0,27532.0,28279.0,28296.0,28338.0,28640.0,28665.0,28510.0,27878.0,28185.0
27959.0,27928.0,27975.0,28260.0,28192.0,28022.0,28193.0,28519.0,28269.0,27710.0,28156.0,28068.0,28693.0,28282.0,27899.0,27859.0,27520.0,28269.0,28275.0,28344.0,28599.0,28623.0,28308.0,31121.0,27591.0
27970.0,27924.0,27974.0,28265.0,28190.0,28041.0,28215.0,28192.0,28299.0,27752.0,28001.0,27973.0,28613.0,28789.0,27899.0,27844.0,27539.0,28263.0,28291.0,28340.0,28591.0,28705.0,28414.0,27876.0,27522.0
28009.0,27953.0,27995.0,28262.0,28245.0,28056.0,28249.0,28541.0,28307.0,27717.0,28017.0,27969.0,28597.0,28174.0,27925.0,27871.0,27513.0,28266.0,28295.0,28343.0,28594.0,28688.0,28387.0,27944.0,27574.0
27970.0,27927.0,27971.0,28261.0,28191.0,28055.0,28205.0,28883.0,28284.0,27697.0,28013.0,27972.0,28584.0,28138.0,27923.0,27856.0,27507.0,28268.0,28288.0,28347.0,28610.0,28674.0,28428.0,27866.0,27538.0
27979.0,27933.0,27989.0,28269.0,28218.0,28064.0,28319.0,28608.0,30607.0,27709.0,27996.0,27944.0,28511.0,28119.0,27906.0,27860.0,27520.0,28271.0,28298.0,28331.0,28615.0,28670.0,28423.0,27878.0,27513.0
27980.0,27936.0,27973.0,28267.0,28194.0,28063.0,28214.0,28581.0,28325.0,27707.0,27989.0,27979.0,28580.0,28141.0,27905.0,27865.0,27498.0,28282.0,28284.0,28360.0,28614.0,28674.0,28543.0,27870.0,27527.0
27981.0,27930.0,27984.0,28268.0,28192.0,28025.0,28204.0,28552.0,28324.0,27716.0,27985.0,27979.0,28739.0,30298.0,27916.0,27876.0,27522.0,28289.0,28297.0,28430.0,28606.0,28702.0,28431.0,27882.0,27515.0
27970.0,27925.0,27970.0,28260.0,28244.0,28045.0,28224.0,28541.0,28302.0,27693.0,28014.0,30541.0,28584.0,28156.0,27936.0,27867.0,27516.0,28278.0,28295.0,28363.0,28617.0,28701.0,28454.0,27867.0,27540.0
27985.0,27930.0,28010.0,28268.0,28214.0,28062.0,28213.0,28521.0,28302.0,27698.0,27996.0,27964.0,28568.0,28146.0,27926.0,27884.0,27535.0,28310.0,28279.0,28348.0,28568.0,28677.0,28447.0,27875.0,27525.0
27977.0,27929.0,27978.0,28273.0,28192.0,27983.0,28218.0,28502.0,28280.0,27715.0,27991.0,27960.0,28550.0,28128.0,28012.0,27877.0,27534.0,28272.0,28285.0,28347.0,28604.0,28673.0,28428.0,27852.0,27509.0
28000.0,27983.0,27981.0,28274.0,28199.0,28026.0,28211.0,28554.0,28290.0,27701.0,27994.0,27963.0,28581.0,28141.0,27945.0,27875.0,27507.0,28277.0,28281.0,28348.0,28609.0,28684.0,28413.0,27868.0,27509.0
27980.0,28012.0,27985.0,28264.0,28197.0,27999.0,28223.0,28548.0,28283.0,27707.0,28006.0,27969.0,28570.0,28114.0,27921.0,27864.0,27504.0,28273.0,28285.0,28358.0,28605.0,28664.0,28413.0,27851.0,27533.0
27984.0,27935.0,27982.0,28272.0,28336.0,28032.0,28213.0,28551.0,28281.0,27700.0,27993.0,27959.0,28573.0,28119.0,27910.0,27899.0,27528.0,28269.0,28272.0,28354.0,28620.0,28669.0,28412.0,27881.0,27524.0
27981.0,27930.0,27965.0,28275.0,28205.0,28051.0,28226.0,28530.0,28278.0,27709.0,27992.0,27969.0,28542.0,28141.0,27966.0,28057.0,27526.0,28536.0,28295.0,29427.0,28618.0,28675.0,28393.0,27865.0,27522.0
28100.0,28024.0,28090.0,28275.0,28332.0,28059.0,28313.0,28410.0,28288.0,27731.0,27985.0,27964.0,28574.0,28185.0,27959.0,27867.0,27609.0,28288.0,28375.0,28387.0,28658.0,28760.0,28414.0,27863.0,27528.0
27982.0,27943.0,27984.0,28277.0,28200.0,28045.0,28216.0,28589.0,28306.0,27707.0,28083.0,27978.0,28583.0,28156.0,27917.0,27885.0,27533.0,28265.0,28294.0,28347.0,28612.0,28723.0,28415.0,31026.0,27632.0
27979.0,27924.0,27981.0,28261.0,28198.0,28045.0,28223.0,28583.0,28289.0,27700.0,28001.0,27967.0,28574.0,28105.0,27907.0,27860.0,27499.0,28269.0,28289.0,28355.0,28592.0,28679.0,28437.0,27865.0,27527.0
27977.0,27950.0,27976.0,28264.0,28192.0,28092.0,28224.0,31129.0,28300.0,27716.0,27991.0,27962.0,28570.0,28121.0,27910.0,27862.0,27520.0,28274.0,28281.0,28351.0,28801.0,28673.0,28422.0,27878.0,27527.0
27984.0,27940.0,27977.0,28818.0,28197.0,28162.0,28207.0,28560.0,28283.0,27700.0,27981.0,27958.0,28561.0,28126.0,27903.0,27869.0,27494.0,28282.0,28269.0,30923.0,28587.0,28676.0,28540.0,27877.0,27527.0
27969.0,27939.0,27972.0,30563.0,28197.0,28087.0,28223.0,28580.0,28285.0,27689.0,28011.0,27958.0,28569.0,28090.0,27905.0,27854.0,27531.0,28265.0,28270.0,28347.0,28590.0,28677.0,28417.0,27867.0,27536.0
27979.0,27930.0,27976.0,28284.0,28204.0,28031.0,28226.0,28570.0,28292.0,27712.0,27999.0,27981.0,28790.0,28113.0,27965.0,27997.0,27553.0,30989.0,28283.0,28328.0,28617.0,28660.0,28449.0,27864.0,27517.0
28009.0,27934.0,28103.0,28287.0,28361.0,28074.0,28348.0,28603.0,28306.0,27721.0,28016.0,27977.0,28558.0,28104.0,27900.0,27859.0,27498.0,28276.0,28289.0,28363.0,28594.0,28661.0,28432.0,27865.0,27534.0
27973.0,27946.0,27976.0,28279.0,28219.0,28120.0,28237.0,28617.0,28292.0,27706.0,28018.0,27987.0,28527.0,28121.0,27912.0,27863.0,27525.0,28283.0,28302.0,28341.0,28612.0,28672.0,28421.0,27867.0,27512.0
28169.0,28051.0,28181.0,28291.0,28439.0,28092.0,29138.0,28591.0,28290.0,27714.0,27998.0,27966.0,28518.0,28105.0,27946.0,27915.0,27530.0,28280.0,28298.0,28356.0,28595.0,28654.0,28422.0,27869.0,27551.0
27984.0,27931.0,27983.0,28279.0,28206.0,28079.0,28228.0,28580.0,28280.0,27703.0,27990.0,27968.0,28525.0,28105.0,27983.0,27961.0,27599.0,30532.0,28292.0,28350.0,28590.0,28662.0,28427.0,27875.0,27542.0
27984.0,27949.0,27976.0,28270.0,28210.0,28120.0,28215.0,28584.0,28287.0,27692.0,28003.0,27963.0,28527.0,28404.0,27912.0,27874.0,27724.0,28267.0,28461.0,28351.0,28600.0,28679.0,28392.0,27863.0,27530.0
28008.0,27926.0,28028.0,28268.0,28255.0,28055.0,28221.0,28363.0,28273.0,27724.0,27993.0,27966.0,28502.0,28128.0,27913.0,27859.0,27528.0,28259.0,28294.0,28365.0,28593.0,30893.0,28420.0,27852.0,27518.0
27979.0,27940.0,27977.0,28278.0,28198.0,28105.0,28212.0,29142.0,28288.0,27705.0,27991.0,27974.0,28504.0,28135.0,27911.0,27870.0,27532.0,28294.0,28310.0,28351.0,28601.0,28687.0,28365.0,27891.0,27573.0
27974.0,27932.0,27969.0,28266.0,28194.0,28099.0,28216.0,28585.0,28296.0,27722.0,27991.0,27960.0,28502.0,28123.0,27913.0,27851.0,27538.0,28271.0,28300.0,28347.0,28593.0,28686.0,28415.0,27859.0,27539.0
27966.0,27937.0,27990.0,28283.0,28735.0,28083.0,28244.0,28568.0,28300.0,27731.0,28012.0,27963.0,28523.0,28126.0,27913.0,27860.0,27533.0,28270.0,28290.0,28339.0,28590.0,28671.0,28422.0,27864.0,27552.0
27998.0,27949.0,27992.0,28282.0,28197.0,28106.0,28217.0,28562.0,28289.0,27699.0,27994.0,27961.0,28516.0,28114.0,27901.0,27862.0,27524.0,28279.0,28286.0,28333.0,28589.0,28671.0,28427.0,27856.0,27525.0
27982.0,27953.0,27987.0,28270.0,28220.0,28110.0,28214.0,28564.0,28287.0,27694.0,28007.0,27959.0,28512.0,28125.0,27911.0,27864.0,27513.0,28264.0,28276.0,28345.0,28604.0,28674.0,28397.0,27855.0,27522.0
27982.0,27930.0,27982.0,28271.0,28209.0,28111.0,28215.0,28552.0,28293.0,27714.0,27996.0,27975.0,28505.0,28116.0,27928.0,27856.0,27550.0,28258.0,28278.0,28343.0,28593.0,28660.0,28420.0,27872.0,27530.0
27983.0,27927.0,27980.0,28266.0,28207.0,28105.0,28217.0,28562.0,28308.0,27700.0,28015.0,27981.0,28509.0,28125.0,28117.0,28075.0,27738.0,28867.0,28405.0,28298.0,28557.0,28642.0,28412.0,27864.0,27530.0
27987.0,27934.0,28049.0,28265.0,28324.0,28078.0,30584.0,28346.0,28311.0,27712.0,27994.0,27969.0,28512.0,28154.0,27911.0,27870.0,27521.0,28284.0,28288.0,28391.0,28608.0,31654.0,28416.0,27878.0,27513.0
27983.0,27957.0,28008.0,28268.0,28205.0,28100.0,28207.0,28601.0,28304.0,27706.0,28009.0,27960.0,28526.0,28141.0,27891.0,27854.0,27499.0,28264.0,28261.0,28347.0,28589.0,28697.0,28395.0,27881.0,27603.0
27985.0,27944.0,27979.0,28278.0,28216.0,28082.0,28249.0,28595.0,29180.0,27714.0,28006.0,27973.0,28505.0,28232.0,27906.0,27864.0,27525.0,28256.0,28285.0,28343.0,28593.0,28691.0,28402.0,27872.0,27515.0
27982.0,27935.0,27991.0,28278.0,28202.0,28084.0,28243.0,28571.0,28309.0,27706.0,27993.0,27965.0,28497.0,28150.0,27903.0,27873.0,27514.0,28263.0,28280.0,28335.0,28589.0,28680.0,28425.0,27879.0,27517.0
27982.0,27942.0,27993.0,28274.0,28228.0,28057.0,28219.0,28546.0,28301.0,27715.0,27989.0,27963.0,28496.0,28144.0,27901.0,27879.0,27496.0,28265.0,28272.0,28338.0,28579.0,28674.0,28434.0,27867.0,27524.0
27976.0,27932.0,27982.0,28264.0,28208.0,28063.0,28217.0,28550.0,28299.0,27702.0,28006.0,27958.0,28534.0,28151.0,27914.0,27865.0,27508.0,28285.0,28276.0,28349.0,28574.0,28682.0,28411.0,27870.0,27535.0
27996.0,27948.0,30826.0,28266.0,28200.0,28038.0,28207.0,28543.0,28292.0,27680.0,27980.0,27952.0,28511.0,28125.0,27901.0,27848.0,27528.0,28275.0,28280.0,28347.0,28591.0,28667.0,28408.0,27860.0,27526.0
27985.0,27942.0,27979.0,28266.0,28225.0,28004.0,28227.0,28545.0,28285.0,27720.0,27982.0,27947.0,28492.0,28116.0,28009.0,30189.0,27554.0,28269.0,28246.0,28327.0,28588.0,28676.0,28412.0,27856.0,27524.0
27982.0,27933.0,27985.0,28277.0,28211.0,28039.0,28225.0,28551.0,28280.0,27700.0,27993.0,27953.0,28511.0,28116.0,27888.0,27868.0,27510.0,28255.0,28270.0,28340.0,28593.0,28664.0,28399.0,27869.0,27519.0
27987.0,27938.0,27986.0,28267.0,28202.0,28054.0,28233.0,28538.0,28284.0,27716.0,27986.0,27957.0,28532.0,28169.0,27917.0,27867.0,27523.0,28284.0,28281.0,28349.0,28589.0,28686.0,28403.0,27867.0,27521.0
